time_s,fly,left_x_m,left_y_m,left_z_m,right_x_m,right_y_m,right_z_m,left_c_arbitrary_per_m3,right_c_arbitrary_per_m3,left_generic_rate_Hz,right_generic_rate_Hz,tarsal_food_contact
0.014,fly_1,0.001125386485373469,-0.0029070645882592087,0.0012253403866180448,0.0011237719161196994,-0.003122768525615119,0.0012244798390813442,14982214.622091476,14044890.988629539,17.235770856393735,16.571814953763663,0
0.014,fly_2,0.001099145795083022,0.003030195470937514,0.0010615681629676855,0.0010964819113310094,0.002814559214267545,0.001056523908860321,14557526.173065823,15480827.236231888,16.937439166949247,17.58520333892182,0
0.015000000000000001,fly_1,0.0011330141974940653,-0.0029106249908120246,0.0012261965327657043,0.0011310281746247813,-0.003126324890861198,0.001225126580093893,15027478.766720902,14084372.541045692,17.25787078061814,16.591352204300456,0
0.015000000000000001,fly_2,0.0010986821554474589,0.003028911726278756,0.0010629646454405645,0.0010959517664064205,0.0028132809218729352,0.0010577265986897195,14571447.173952537,15494857.052300218,16.937862488000935,17.5844764491942,0
0.016,fly_1,0.0011402572760374934,-0.002914552047503481,0.001226830362542301,0.0011378879458141566,-0.0031302470182493153,0.0012255647259327691,15069115.03235199,14120263.394643158,17.277346530840852,16.60825967557968,0
0.016,fly_2,0.0011000294108404116,0.003027222150321067,0.001064876894636797,0.0010969816142112091,0.002811598113924582,0.0010595363112815177,14597567.512923658,15519998.918994669,16.947019465443724,17.591579816716767,0
0.017,fly_1,0.00114695378179537,-0.002918626702639813,0.0012275932812920965,0.001144225036941368,-0.0031343161908073004,0.0012261322500296595,15106376.136866823,14152169.991052592,17.29368404442984,16.622267347498806,0
0.017,fly_2,0.0011030026945253806,0.0030244320952649744,0.0010668989573226232,0.0010993823349356403,0.0028088199197056655,0.0010614383059142742,14638423.651946027,15558838.641966313,16.96667882501323,17.608289991010736,0
0.018000000000000002,fly_1,0.0011530276113260627,-0.002922590171930608,0.0012287849844423908,0.001149996210467036,-0.003138274279412235,0.0012271380614124032,15139336.445890158,14180421.155314445,17.30695221005699,16.63362535638258,0
0.018000000000000002,fly_2,0.00110725478607197,0.0030199303840396357,0.001068544900715611,0.0011028386728242484,0.0028043374998251666,0.0010629108802461323,14695354.085381258,15612823.70475465,16.997737125601468,17.635568330746988,0
0.019,fly_1,0.0011585007092989373,-0.0029261811999640006,0.0012305691484620766,0.0011552469103789697,-0.0031418608198375843,0.001228766281147088,15168967.49200454,14206106.738115465,17.317851397433067,16.64312799321292,0
0.019,fly_2,0.0011118962433825429,0.0030139756282092514,0.0010706796594275975,0.0011065245911552088,0.0027984084561200025,0.0010648938460385245,14760458.601260483,15673876.775571413,17.03451132035213,17.667706201059694,0
0.02,fly_1,0.0011634942433847474,-0.0029291230130714927,0.0012328953206495097,0.001160114485749686,-0.0031447997669343283,0.0012309845489994703,15197348.966304237,14231313.092813432,17.327857516201718,16.65227898264154,0
0.02,fly_2,0.0011162929618081915,0.003007300289946483,0.0010736503875119565,0.0011099273541478574,0.0027917638764939296,0.0010677284383476164,14826060.565332863,15734856.964301515,17.0715202765424,17.69969196067394,0
0.021,fly_1,0.001168203222605736,-0.002931147109479511,0.001235512180532023,0.0011648002140421368,-0.0031468230257710806,0.0012335488590381244,15227382.871103514,14258849.543198384,17.339015635811663,16.663091048992396,0
0.021,fly_2,0.0011205327036778892,0.003001125098984133,0.0010763930984584304,0.0011133210925323889,0.0027856210921571806,0.0010702651564714575,14888997.03869171,15794207.41215864,17.106523535064948,17.73044261237645,0
0.022000000000000002,fly_1,0.0011728555300944917,-0.0029320640373392557,0.0012380876570457018,0.0011695193107770733,-0.0031477409709635704,0.0012361214653307216,15262003.161680814,14291442.848380601,17.35338055531337,16.67750609139005,0
0.022000000000000002,fly_2,0.0011248698100499084,0.0029964570378874364,0.0010780569058550151,0.0011170843670456434,0.002780982135875431,0.0010716156756212188,14947765.393456671,15851609.159679051,17.138472216721173,17.759744222241807,0
0.023,fly_1,0.0011776957005603596,-0.0029318640035653357,0.0012399838237674308,0.001174526952300891,-0.0031475451889868555,0.0012382171159770082,15304050.396262206,14331535.339087483,17.372927708670314,16.697250322168692,0
0.023,fly_2,0.0011294420593663576,0.0029942132590699043,0.001078467084454441,0.0011214171694072456,0.002778759563973373,0.0010716229353345172,14999447.857137296,15904710.895250319,17.16532744283775,17.785974906646977,0
0.024,fly_1,0.001182471556047943,-0.002929368082349115,0.0012395166181186446,0.001179853716159584,-0.0031450604931024754,0.0012383054928141043,15360351.017631609,14387269.908963261,17.402406977886017,16.728099363030033,0
0.024,fly_2,0.0011342178236069492,0.0029952218491598624,0.0010774576373424223,0.0011263049549669207,0.002779776663823213,0.0010702261373650341,15040383.453259561,15949883.766508803,17.18454110952072,17.806640448153555,0
0.025,fly_1,0.0011873267267604342,-0.002925509046884157,0.0012373102004149179,0.0011855300570281914,-0.0031412117761180575,0.001236509859424793,15426637.431389846,14454639.91718334,17.438775601902595,16.767136575630886,0
